TIME,GEO,SEX,UNIT,AGE,C_BIRTH,Value,Flag and Footnotes
2011,Greece,Total,Percentage,From 15 to 29 years,Reporting country,35.4,
2011,Greece,Total,Percentage,From 15 to 29 years,Total,34.8,
2011,Greece,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,Greece,Total,Percentage,From 20 to 24 years,Reporting country,44,
2011,Greece,Total,Percentage,From 20 to 24 years,Total,43,
2011,Greece,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Greece,Total,Percentage,From 20 to 29 years,Reporting country,34.5,
2011,Greece,Total,Percentage,From 20 to 29 years,Total,33.8,
2011,Greece,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Greece,Total,Percentage,From 25 to 29 years,Reporting country,30.1,
2011,Greece,Total,Percentage,From 25 to 29 years,Total,29.4,
2011,Greece,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,Greece,Males,Percentage,From 15 to 19 years,Reporting country,47.8,
2011,Greece,Males,Percentage,From 15 to 19 years,Total,48.6,
2011,Greece,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,Greece,Males,Percentage,From 15 to 24 years,Reporting country,38.8,
2011,Greece,Males,Percentage,From 15 to 24 years,Total,38.8,
2011,Greece,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,Greece,Males,Percentage,From 15 to 29 years,Reporting country,30.9,
2011,Greece,Males,Percentage,From 15 to 29 years,Total,30.5,
2011,Greece,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,Greece,Males,Percentage,From 20 to 24 years,Reporting country,37.4,
2011,Greece,Males,Percentage,From 20 to 24 years,Total,37.3,
2011,Greece,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Greece,Males,Percentage,From 20 to 29 years,Reporting country,30.1,
2011,Greece,Males,Percentage,From 20 to 29 years,Total,29.6,
2011,Greece,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Greece,Males,Percentage,From 25 to 29 years,Reporting country,26.8,
2011,Greece,Males,Percentage,From 25 to 29 years,Total,26.1,
2011,Greece,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,Greece,Females,Percentage,From 15 to 19 years,Reporting country,67.1,
2011,Greece,Females,Percentage,From 15 to 19 years,Total,68.1,
2011,Greece,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,Greece,Females,Percentage,From 15 to 24 years,Reporting country,52.9,
2011,Greece,Females,Percentage,From 15 to 24 years,Total,51.6,
2011,Greece,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,Greece,Females,Percentage,From 15 to 29 years,Reporting country,40.4,
2011,Greece,Females,Percentage,From 15 to 29 years,Total,39.9,
2011,Greece,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,
2011,Greece,Females,Percentage,From 20 to 24 years,Reporting country,51.2,
2011,Greece,Females,Percentage,From 20 to 24 years,Total,49.4,
2011,Greece,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Greece,Females,Percentage,From 20 to 29 years,Reporting country,39.3,
2011,Greece,Females,Percentage,From 20 to 29 years,Total,38.7,
2011,Greece,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Greece,Females,Percentage,From 25 to 29 years,Reporting country,33.8,
2011,Greece,Females,Percentage,From 25 to 29 years,Total,33.5,
2011,Spain,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,43.2,u
2011,Spain,Total,Percentage,From 15 to 19 years,Reporting country,62.8,
2011,Spain,Total,Percentage,From 15 to 19 years,Total,64,
2011,Spain,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,34.8,
2011,Spain,Total,Percentage,From 15 to 24 years,Reporting country,45.4,
2011,Spain,Total,Percentage,From 15 to 24 years,Total,46.2,
2011,Spain,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,23.8,
2011,Spain,Total,Percentage,From 15 to 29 years,Reporting country,33.6,
2011,Spain,Total,Percentage,From 15 to 29 years,Total,34.6,
2011,Spain,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,31.8,u
2011,Spain,Total,Percentage,From 20 to 24 years,Reporting country,41.8,
2011,Spain,Total,Percentage,From 20 to 24 years,Total,42.3,
2011,Spain,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,21.9,
2011,Spain,Total,Percentage,From 20 to 29 years,Reporting country,31.4,
2011,Spain,Total,Percentage,From 20 to 29 years,Total,32.2,
2011,Spain,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,18,
2011,Spain,Total,Percentage,From 25 to 29 years,Reporting country,25.2,
2011,Spain,Total,Percentage,From 25 to 29 years,Total,26.3,
2011,Spain,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,39.9,u
2011,Spain,Males,Percentage,From 15 to 19 years,Reporting country,63,
2011,Spain,Males,Percentage,From 15 to 19 years,Total,64.4,
2011,Spain,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,31.1,u
2011,Spain,Males,Percentage,From 15 to 24 years,Reporting country,47.3,
2011,Spain,Males,Percentage,From 15 to 24 years,Total,48.2,
2011,Spain,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,23.9,
2011,Spain,Males,Percentage,From 15 to 29 years,Reporting country,35.3,
2011,Spain,Males,Percentage,From 15 to 29 years,Total,36,
2011,Spain,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,26.4,u
2011,Spain,Males,Percentage,From 20 to 24 years,Reporting country,43.9,
2011,Spain,Males,Percentage,From 20 to 24 years,Total,44.3,
2011,Spain,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,21.6,
2011,Spain,Males,Percentage,From 20 to 29 years,Reporting country,33,
2011,Spain,Males,Percentage,From 20 to 29 years,Total,33.5,
2011,Spain,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,19.8,u
2011,Spain,Males,Percentage,From 25 to 29 years,Reporting country,26.6,
2011,Spain,Males,Percentage,From 25 to 29 years,Total,27.2,
2011,Spain,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,Spain,Females,Percentage,From 15 to 19 years,Reporting country,62.5,
2011,Spain,Females,Percentage,From 15 to 19 years,Total,63.5,
2011,Spain,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,38.6,u
2011,Spain,Females,Percentage,From 15 to 24 years,Reporting country,43.2,
2011,Spain,Females,Percentage,From 15 to 24 years,Total,44,
2011,Spain,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,23.8,
2011,Spain,Females,Percentage,From 15 to 29 years,Reporting country,31.7,
2011,Spain,Females,Percentage,From 15 to 29 years,Total,33,
2011,Spain,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,36.1,u
2011,Spain,Females,Percentage,From 20 to 24 years,Reporting country,39.6,
2011,Spain,Females,Percentage,From 20 to 24 years,Total,40.2,
2011,Spain,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,22.1,
2011,Spain,Females,Percentage,From 20 to 29 years,Reporting country,29.5,
2011,Spain,Females,Percentage,From 20 to 29 years,Total,30.8,
2011,Spain,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,16.5,u
2011,Spain,Females,Percentage,From 25 to 29 years,Reporting country,23.6,
2011,Spain,Females,Percentage,From 25 to 29 years,Total,25.3,
2011,France,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,France,Total,Percentage,From 15 to 19 years,Reporting country,28.7,
2011,France,Total,Percentage,From 15 to 19 years,Total,29.2,
2011,France,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,20.8,u
2011,France,Total,Percentage,From 15 to 24 years,Reporting country,21.3,
2011,France,Total,Percentage,From 15 to 24 years,Total,21.9,
2011,France,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,13.3,
2011,France,Total,Percentage,From 15 to 29 years,Reporting country,16.1,
2011,France,Total,Percentage,From 15 to 29 years,Total,16.7,
2011,France,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,20.1,u
2011,France,Total,Percentage,From 20 to 24 years,Reporting country,19.4,
2011,France,Total,Percentage,From 20 to 24 years,Total,20.1,
2011,France,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,12.7,u
2011,France,Total,Percentage,From 20 to 29 years,Reporting country,14.8,
2011,France,Total,Percentage,From 20 to 29 years,Total,15.5,
2011,France,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,France,Total,Percentage,From 25 to 29 years,Reporting country,11.5,
2011,France,Total,Percentage,From 25 to 29 years,Total,12.3,
2011,France,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,France,Males,Percentage,From 15 to 19 years,Reporting country,27.5,
2011,France,Males,Percentage,From 15 to 19 years,Total,27.8,
2011,France,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,France,Males,Percentage,From 15 to 24 years,Reporting country,21,
2011,France,Males,Percentage,From 15 to 24 years,Total,21.4,
2011,France,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,France,Males,Percentage,From 15 to 29 years,Reporting country,15.9,
2011,France,Males,Percentage,From 15 to 29 years,Total,16.4,
2011,France,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,France,Males,Percentage,From 20 to 24 years,Reporting country,19.1,
2011,France,Males,Percentage,From 20 to 24 years,Total,19.6,
2011,France,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,France,Males,Percentage,From 20 to 29 years,Reporting country,14.5,
2011,France,Males,Percentage,From 20 to 29 years,Total,15.1,
2011,France,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,France,Males,Percentage,From 25 to 29 years,Reporting country,11.2,
2011,France,Males,Percentage,From 25 to 29 years,Total,12,
2011,France,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,France,Females,Percentage,From 15 to 19 years,Reporting country,30.6,
2011,France,Females,Percentage,From 15 to 19 years,Total,31.4,
2011,France,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,France,Females,Percentage,From 15 to 24 years,Reporting country,21.7,
2011,France,Females,Percentage,From 15 to 24 years,Total,22.6,
2011,France,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,15.6,u
2011,France,Females,Percentage,From 15 to 29 years,Reporting country,16.3,
2011,France,Females,Percentage,From 15 to 29 years,Total,17.1,
2011,France,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,France,Females,Percentage,From 20 to 24 years,Reporting country,19.8,
2011,France,Females,Percentage,From 20 to 24 years,Total,20.8,
2011,France,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,14.4,u
2011,France,Females,Percentage,From 20 to 29 years,Reporting country,15.1,
2011,France,Females,Percentage,From 20 to 29 years,Total,15.9,
2011,France,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,France,Females,Percentage,From 25 to 29 years,Reporting country,11.8,
2011,France,Females,Percentage,From 25 to 29 years,Total,12.6,
2011,Croatia,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2011,Croatia,Total,Percentage,From 15 to 19 years,Reporting country,61.4,
2011,Croatia,Total,Percentage,From 15 to 19 years,Total,58.4,
2011,Croatia,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,Croatia,Total,Percentage,From 15 to 24 years,Reporting country,36.7,
2011,Croatia,Total,Percentage,From 15 to 24 years,Total,36.7,
2011,Croatia,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,Croatia,Total,Percentage,From 15 to 29 years,Reporting country,27.9,
2011,Croatia,Total,Percentage,From 15 to 29 years,Total,28.3,
2011,Croatia,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,Croatia,Total,Percentage,From 20 to 24 years,Reporting country,31.1,
2011,Croatia,Total,Percentage,From 20 to 24 years,Total,31.8,
2011,Croatia,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Croatia,Total,Percentage,From 20 to 29 years,Reporting country,25.2,
2011,Croatia,Total,Percentage,From 20 to 29 years,Total,25.9,
2011,Croatia,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,
2011,Croatia,Total,Percentage,From 25 to 29 years,Reporting country,21.9,
2011,Croatia,Total,Percentage,From 25 to 29 years,Total,22.5,
2011,Croatia,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2011,Croatia,Males,Percentage,From 15 to 19 years,Reporting country,58.4,u
2011,Croatia,Males,Percentage,From 15 to 19 years,Total,57.9,u
2011,Croatia,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,
2011,Croatia,Males,Percentage,From 15 to 24 years,Reporting country,36.5,
2011,Croatia,Males,Percentage,From 15 to 24 years,Total,37,
2011,Croatia,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,
2011,Croatia,Males,Percentage,From 15 to 29 years,Reporting country,27.9,
2011,Croatia,Males,Percentage,From 15 to 29 years,Total,28.3,
2011,Croatia,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,
2011,Croatia,Males,Percentage,From 20 to 24 years,Reporting country,31.9,
2011,Croatia,Males,Percentage,From 20 to 24 years,Total,32.8,
2011,Croatia,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,
2011,Croatia,Males,Percentage,From 20 to 29 years,Reporting country,25.3,
2011,Croatia,Males,Percentage,From 20 to 29 years,Total,25.9,
2011,Croatia,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,
2011,Croatia,Males,Percentage,From 25 to 29 years,Reporting country,21.1,
2011,Croatia,Males,Percentage,From 25 to 29 years,Total,21.5,
2011,Croatia,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2011,Croatia,Females,Percentage,From 15 to 19 years,Reporting country,65.2,u
2011,Croatia,Females,Percentage,From 15 to 19 years,Total,58.9,u
2011,Croatia,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,Croatia,Females,Percentage,From 15 to 24 years,Reporting country,37,
2011,Croatia,Females,Percentage,From 15 to 24 years,Total,36.1,
2011,Croatia,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,Croatia,Females,Percentage,From 15 to 29 years,Reporting country,28,
2011,Croatia,Females,Percentage,From 15 to 29 years,Total,28.4,
2011,Croatia,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,Croatia,Females,Percentage,From 20 to 24 years,Reporting country,29.8,
2011,Croatia,Females,Percentage,From 20 to 24 years,Total,30.2,
2011,Croatia,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Croatia,Females,Percentage,From 20 to 29 years,Reporting country,25,
2011,Croatia,Females,Percentage,From 20 to 29 years,Total,25.8,
2011,Croatia,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,
2011,Croatia,Females,Percentage,From 25 to 29 years,Reporting country,22.7,
2011,Croatia,Females,Percentage,From 25 to 29 years,Total,23.6,
2011,Italy,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,Italy,Total,Percentage,From 15 to 19 years,Reporting country,48.3,
2011,Italy,Total,Percentage,From 15 to 19 years,Total,48.6,
2011,Italy,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,39.7,
2011,Italy,Total,Percentage,From 15 to 24 years,Reporting country,29.6,
2011,Italy,Total,Percentage,From 15 to 24 years,Total,29.2,
2011,Italy,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,23.4,
2011,Italy,Total,Percentage,From 15 to 29 years,Reporting country,20.7,
2011,Italy,Total,Percentage,From 15 to 29 years,Total,20.5,
2011,Italy,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,43.5,
2011,Italy,Total,Percentage,From 20 to 24 years,Reporting country,26.6,
2011,Italy,Total,Percentage,From 20 to 24 years,Total,26,
2011,Italy,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,23.4,
2011,Italy,Total,Percentage,From 20 to 29 years,Reporting country,19,
2011,Italy,Total,Percentage,From 20 to 29 years,Total,18.8,
2011,Italy,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,15.6,
2011,Italy,Total,Percentage,From 25 to 29 years,Reporting country,14.4,
2011,Italy,Total,Percentage,From 25 to 29 years,Total,14.4,
2011,Italy,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,Italy,Males,Percentage,From 15 to 19 years,Reporting country,43.9,
2011,Italy,Males,Percentage,From 15 to 19 years,Total,44.2,
2011,Italy,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,Italy,Males,Percentage,From 15 to 24 years,Reporting country,27.8,
2011,Italy,Males,Percentage,From 15 to 24 years,Total,27.1,
2011,Italy,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,20.3,u
2011,Italy,Males,Percentage,From 15 to 29 years,Reporting country,19.4,
2011,Italy,Males,Percentage,From 15 to 29 years,Total,18.9,
2011,Italy,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,Italy,Males,Percentage,From 20 to 24 years,Reporting country,25.1,
2011,Italy,Males,Percentage,From 20 to 24 years,Total,24.2,
2011,Italy,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,21,u
2011,Italy,Males,Percentage,From 20 to 29 years,Reporting country,17.8,
2011,Italy,Males,Percentage,From 20 to 29 years,Total,17.2,
2011,Italy,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Italy,Males,Percentage,From 25 to 29 years,Reporting country,13.1,
2011,Italy,Males,Percentage,From 25 to 29 years,Total,12.7,
2011,Italy,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,Italy,Females,Percentage,From 15 to 19 years,Reporting country,55.3,
2011,Italy,Females,Percentage,From 15 to 19 years,Total,55.5,
2011,Italy,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,50.6,u
2011,Italy,Females,Percentage,From 15 to 24 years,Reporting country,32.3,
2011,Italy,Females,Percentage,From 15 to 24 years,Total,32.1,
2011,Italy,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,26.4,
2011,Italy,Females,Percentage,From 15 to 29 years,Reporting country,22.5,
2011,Italy,Females,Percentage,From 15 to 29 years,Total,22.7,
2011,Italy,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,50,u
2011,Italy,Females,Percentage,From 20 to 24 years,Reporting country,28.7,
2011,Italy,Females,Percentage,From 20 to 24 years,Total,28.5,
2011,Italy,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,25.6,
2011,Italy,Females,Percentage,From 20 to 29 years,Reporting country,20.6,
2011,Italy,Females,Percentage,From 20 to 29 years,Total,20.9,
2011,Italy,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Italy,Females,Percentage,From 25 to 29 years,Reporting country,16,
2011,Italy,Females,Percentage,From 25 to 29 years,Total,16.6,
2011,Cyprus,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,Cyprus,Total,Percentage,From 15 to 19 years,Reporting country,33.1,u
2011,Cyprus,Total,Percentage,From 15 to 19 years,Total,31.4,u
2011,Cyprus,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,Cyprus,Total,Percentage,From 15 to 24 years,Reporting country,24.3,
2011,Cyprus,Total,Percentage,From 15 to 24 years,Total,22.4,
2011,Cyprus,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,20.1,u
2011,Cyprus,Total,Percentage,From 15 to 29 years,Reporting country,15.3,
2011,Cyprus,Total,Percentage,From 15 to 29 years,Total,14.8,
2011,Cyprus,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,Cyprus,Total,Percentage,From 20 to 24 years,Reporting country,23.3,
2011,Cyprus,Total,Percentage,From 20 to 24 years,Total,21.4,
2011,Cyprus,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,20.5,u
2011,Cyprus,Total,Percentage,From 20 to 29 years,Reporting country,14.6,
2011,Cyprus,Total,Percentage,From 20 to 29 years,Total,14.2,
2011,Cyprus,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,20.7,u
2011,Cyprus,Total,Percentage,From 25 to 29 years,Reporting country,9.9,
2011,Cyprus,Total,Percentage,From 25 to 29 years,Total,10,
2011,Cyprus,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2011,Cyprus,Males,Percentage,From 15 to 19 years,Reporting country,:,u
2011,Cyprus,Males,Percentage,From 15 to 19 years,Total,:,u
2011,Cyprus,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,Cyprus,Males,Percentage,From 15 to 24 years,Reporting country,25.1,
2011,Cyprus,Males,Percentage,From 15 to 24 years,Total,23.3,
2011,Cyprus,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,Cyprus,Males,Percentage,From 15 to 29 years,Reporting country,16.3,
2011,Cyprus,Males,Percentage,From 15 to 29 years,Total,15.9,
2011,Cyprus,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,Cyprus,Males,Percentage,From 20 to 24 years,Reporting country,24.6,
2011,Cyprus,Males,Percentage,From 20 to 24 years,Total,23,
2011,Cyprus,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Cyprus,Males,Percentage,From 20 to 29 years,Reporting country,15.8,
2011,Cyprus,Males,Percentage,From 20 to 29 years,Total,15.5,
2011,Cyprus,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Cyprus,Males,Percentage,From 25 to 29 years,Reporting country,11.1,
2011,Cyprus,Males,Percentage,From 25 to 29 years,Total,11.2,
2011,Cyprus,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2011,Cyprus,Females,Percentage,From 15 to 19 years,Reporting country,:,u
2011,Cyprus,Females,Percentage,From 15 to 19 years,Total,37.5,u
2011,Cyprus,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2011,Cyprus,Females,Percentage,From 15 to 24 years,Reporting country,23.5,
2011,Cyprus,Females,Percentage,From 15 to 24 years,Total,21.5,
2011,Cyprus,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,Cyprus,Females,Percentage,From 15 to 29 years,Reporting country,14.2,
2011,Cyprus,Females,Percentage,From 15 to 29 years,Total,13.7,
2011,Cyprus,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2011,Cyprus,Females,Percentage,From 20 to 24 years,Reporting country,21.9,
2011,Cyprus,Females,Percentage,From 20 to 24 years,Total,19.8,
2011,Cyprus,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Cyprus,Females,Percentage,From 20 to 29 years,Reporting country,13.3,
2011,Cyprus,Females,Percentage,From 20 to 29 years,Total,12.8,
2011,Cyprus,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Cyprus,Females,Percentage,From 25 to 29 years,Reporting country,8.6,
2011,Cyprus,Females,Percentage,From 25 to 29 years,Total,8.9,
2011,Latvia,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2011,Latvia,Total,Percentage,From 15 to 19 years,Reporting country,58.3,
2011,Latvia,Total,Percentage,From 15 to 19 years,Total,58.5,
2011,Latvia,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,
2011,Latvia,Total,Percentage,From 15 to 24 years,Reporting country,31.1,
2011,Latvia,Total,Percentage,From 15 to 24 years,Total,31,
2011,Latvia,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,Latvia,Total,Percentage,From 15 to 29 years,Reporting country,23.1,
2011,Latvia,Total,Percentage,From 15 to 29 years,Total,23,
2011,Latvia,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,
2011,Latvia,Total,Percentage,From 20 to 24 years,Reporting country,28.2,
2011,Latvia,Total,Percentage,From 20 to 24 years,Total,28.2,
2011,Latvia,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Latvia,Total,Percentage,From 20 to 29 years,Reporting country,21.5,
2011,Latvia,Total,Percentage,From 20 to 29 years,Total,21.5,
2011,Latvia,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Latvia,Total,Percentage,From 25 to 29 years,Reporting country,16.4,
2011,Latvia,Total,Percentage,From 25 to 29 years,Total,16.6,
2011,Latvia,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2011,Latvia,Males,Percentage,From 15 to 19 years,Reporting country,63.4,u
2011,Latvia,Males,Percentage,From 15 to 19 years,Total,63.7,u
2011,Latvia,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,
2011,Latvia,Males,Percentage,From 15 to 24 years,Reporting country,31.4,
2011,Latvia,Males,Percentage,From 15 to 24 years,Total,31.3,
2011,Latvia,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,
2011,Latvia,Males,Percentage,From 15 to 29 years,Reporting country,23.8,
2011,Latvia,Males,Percentage,From 15 to 29 years,Total,23.6,
2011,Latvia,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,
2011,Latvia,Males,Percentage,From 20 to 24 years,Reporting country,28.4,
2011,Latvia,Males,Percentage,From 20 to 24 years,Total,28.3,
2011,Latvia,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,
2011,Latvia,Males,Percentage,From 20 to 29 years,Reporting country,22.1,
2011,Latvia,Males,Percentage,From 20 to 29 years,Total,21.9,
2011,Latvia,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,
2011,Latvia,Males,Percentage,From 25 to 29 years,Reporting country,17.2,
2011,Latvia,Males,Percentage,From 25 to 29 years,Total,17,
2011,Latvia,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2011,Latvia,Females,Percentage,From 15 to 19 years,Reporting country,53.1,u
2011,Latvia,Females,Percentage,From 15 to 19 years,Total,53.1,u
2011,Latvia,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,
2011,Latvia,Females,Percentage,From 15 to 24 years,Reporting country,30.6,
2011,Latvia,Females,Percentage,From 15 to 24 years,Total,30.6,
2011,Latvia,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2011,Latvia,Females,Percentage,From 15 to 29 years,Reporting country,22.2,
2011,Latvia,Females,Percentage,From 15 to 29 years,Total,22.4,
2011,Latvia,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,
2011,Latvia,Females,Percentage,From 20 to 24 years,Reporting country,27.9,
2011,Latvia,Females,Percentage,From 20 to 24 years,Total,27.9,
2011,Latvia,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2011,Latvia,Females,Percentage,From 20 to 29 years,Reporting country,20.7,
2011,Latvia,Females,Percentage,From 20 to 29 years,Total,20.9,
2011,Latvia,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2011,Latvia,Females,Percentage,From 25 to 29 years,Reporting country,15.6,
2011,Latvia,Females,Percentage,From 25 to 29 years,Total,16,
2011,Lithuania,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2011,Lithuania,Total,Percentage,From 15 to 19 years,Reporting country,51.3,u
2011,Lithuania,Total,Percentage,From 15 to 19 years,Total,51.4,u
2011,Lithuania,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,
2011,Lithuania,Total,Percentage,From 15 to 24 years,Reporting country,32.5,
2011,Lithuania,Total,Percentage,From 15 to 24 years,Total,32.6,
