TIME,GEO,UNIT,NA_ITEM,Value,Flag and Footnotes
2010,Serbia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"29,766.30",
2010,Serbia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Gross domestic product at market prices,"4,402.00",
2010,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"4,402.00",
2010,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2011,European Union (28 countries),"Current prices, million euro",Gross domestic product at market prices,"13,180,897.70",
2011,European Union (28 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"13,020,243.00",
2011,European Union (28 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.8,
2011,European Union (15 countries),"Current prices, million euro",Gross domestic product at market prices,"12,115,608.90",
2011,European Union (15 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"11,973,570.90",
2011,European Union (15 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.7,
2011,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro",Gross domestic product at market prices,"9,749,018.10",
2011,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,648,821.70",
2011,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.6,
2011,Euro area (19 countries),"Current prices, million euro",Gross domestic product at market prices,"9,800,425.40",
2011,Euro area (19 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,697,419.90",
2011,Euro area (19 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.6,
2011,Euro area (18 countries),"Current prices, million euro",Gross domestic product at market prices,"9,769,162.30",
2011,Euro area (18 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,667,698.00",
2011,Euro area (18 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.6,
2011,Euro area (12 countries),"Current prices, million euro",Gross domestic product at market prices,"9,598,570.70",
2011,Euro area (12 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,501,263.30",
2011,Euro area (12 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.6,
2011,Belgium,"Current prices, million euro",Gross domestic product at market prices,"379,106.00",
2011,Belgium,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"371,661.30",
2011,Belgium,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.8,
2011,Bulgaria,"Current prices, million euro",Gross domestic product at market prices,"40,955.10",
2011,Bulgaria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"38,321.30",
2011,Bulgaria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.6,
2011,Czech Republic,"Current prices, million euro",Gross domestic product at market prices,"163,583.20",
2011,Czech Republic,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"159,444.90",
2011,Czech Republic,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102,
2011,Denmark,"Current prices, million euro",Gross domestic product at market prices,"246,074.70",
2011,Denmark,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"244,299.50",
2011,Denmark,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.2,
2011,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross domestic product at market prices,"2,703,120.00",
2011,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"2,674,490.20",
2011,Germany (until 1990 former territory of the FRG),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.7,
2011,Estonia,"Current prices, million euro",Gross domestic product at market prices,"16,667.60",
2011,Estonia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"15,834.60",
2011,Estonia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,107.6,
2011,Ireland,"Current prices, million euro",Gross domestic product at market prices,"173,940.00",
2011,Ireland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"170,457.80",
2011,Ireland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.6,
2011,Greece,"Current prices, million euro",Gross domestic product at market prices,"207,028.90",p
2011,Greece,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"205,389.10",p
2011,Greece,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,90.9,p
2011,Spain,"Current prices, million euro",Gross domestic product at market prices,"1,070,413.00",
2011,Spain,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,070,103.00",
2011,Spain,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99,
2011,France,"Current prices, million euro",Gross domestic product at market prices,"2,059,284.00",
2011,France,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"2,040,034.00",
2011,France,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.1,
2011,Croatia,"Current prices, million euro",Gross domestic product at market prices,"44,708.60",
2011,Croatia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"44,877.70",
2011,Croatia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99.7,
2011,Italy,"Current prices, million euro",Gross domestic product at market prices,"1,637,462.90",
2011,Italy,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,613,766.50",
2011,Italy,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.6,
2011,Cyprus,"Current prices, million euro",Gross domestic product at market prices,"19,547.10",
2011,Cyprus,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"19,195.00",
2011,Cyprus,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.4,
2011,Latvia,"Current prices, million euro",Gross domestic product at market prices,"20,144.20",
2011,Latvia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"18,876.30",
2011,Latvia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,106.2,
2011,Lithuania,"Current prices, million euro",Gross domestic product at market prices,"31,263.10",
2011,Lithuania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"29,721.90",
2011,Lithuania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,106,
2011,Luxembourg,"Current prices, million euro",Gross domestic product at market prices,"42,226.90",
2011,Luxembourg,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"40,539.60",
2011,Luxembourg,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.6,
2011,Hungary,"Current prices, million euro",Gross domestic product at market prices,"100,704.50",
2011,Hungary,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"99,924.20",
2011,Hungary,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.8,
2011,Malta,"Current prices, million euro",Gross domestic product at market prices,"6,886.40",
2011,Malta,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"6,732.80",
2011,Malta,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102,
2011,Netherlands,"Current prices, million euro",Gross domestic product at market prices,"642,929.00",
2011,Netherlands,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"642,018.00",
2011,Netherlands,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.7,
2011,Austria,"Current prices, million euro",Gross domestic product at market prices,"308,630.30",
2011,Austria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"302,900.60",
2011,Austria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.8,
2011,Poland,"Current prices, million euro",Gross domestic product at market prices,"380,176.80",
2011,Poland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"379,862.30",
2011,Poland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,105,
2011,Portugal,"Current prices, million euro",Gross domestic product at market prices,"176,166.60",
2011,Portugal,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"176,642.80",
2011,Portugal,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.2,
2011,Romania,"Current prices, million euro",Gross domestic product at market prices,"133,305.90",
2011,Romania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"128,085.20",
2011,Romania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.1,
2011,Slovenia,"Current prices, million euro",Gross domestic product at market prices,"36,896.30",
2011,Slovenia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"36,487.80",
2011,Slovenia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.6,
2011,Slovakia,"Current prices, million euro",Gross domestic product at market prices,"70,443.50",
2011,Slovakia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"69,302.20",
2011,Slovakia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.8,
2011,Finland,"Current prices, million euro",Gross domestic product at market prices,"196,869.00",
2011,Finland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"191,910.00",
2011,Finland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.6,
2011,Sweden,"Current prices, million euro",Gross domestic product at market prices,"404,945.50",
2011,Sweden,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"378,910.30",
2011,Sweden,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.7,
2011,United Kingdom,"Current prices, million euro",Gross domestic product at market prices,"1,866,018.30",
2011,United Kingdom,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,849,097.30",
2011,United Kingdom,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102,
2011,Iceland,"Current prices, million euro",Gross domestic product at market prices,"10,534.70",
2011,Iceland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"10,193.80",
2011,Iceland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102,
2011,Norway,"Current prices, million euro",Gross domestic product at market prices,"358,248.40",
2011,Norway,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"326,722.00",
2011,Norway,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101,
2011,Switzerland,"Current prices, million euro",Gross domestic product at market prices,"501,642.70",
2011,Switzerland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"447,065.10",
2011,Switzerland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.8,
2011,Montenegro,"Current prices, million euro",Gross domestic product at market prices,"3,264.80",
2011,Montenegro,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"3,226.00",
2011,Montenegro,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,:,
2011,"Former Yugoslav Republic of Macedonia, the","Current prices, million euro",Gross domestic product at market prices,"7,544.20",
2011,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"7,274.60",
2011,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.3,
2011,Albania,"Current prices, million euro",Gross domestic product at market prices,:,
2011,Albania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,:,
2011,Albania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.5,
2011,Serbia,"Current prices, million euro",Gross domestic product at market prices,"33,423.90",
2011,Serbia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"30,183.50",
2011,Serbia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.4,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Gross domestic product at market prices,"4,814.50",
2011,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"4,594.60",
2011,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,104.4,
2012,European Union (28 countries),"Current prices, million euro",Gross domestic product at market prices,"13,433,150.60",
2012,European Union (28 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"12,958,525.00",
2012,European Union (28 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.3,
2012,European Union (15 countries),"Current prices, million euro",Gross domestic product at market prices,"12,356,653.90",
2012,European Union (15 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"11,906,513.90",
2012,European Union (15 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.1,
2012,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro",Gross domestic product at market prices,"9,779,873.20",
2012,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,561,840.70",
2012,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.7,
2012,Euro area (19 countries),"Current prices, million euro",Gross domestic product at market prices,"9,835,190.60",
2012,Euro area (19 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,612,444.20",
2012,Euro area (19 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.7,
2012,Euro area (18 countries),"Current prices, million euro",Gross domestic product at market prices,"9,801,855.90",
2012,Euro area (18 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,581,524.90",
2012,Euro area (18 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.7,
2012,Euro area (12 countries),"Current prices, million euro",Gross domestic product at market prices,"9,626,785.00",
2012,Euro area (12 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,413,646.70",
2012,Euro area (12 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.6,
2012,Belgium,"Current prices, million euro",Gross domestic product at market prices,"387,419.00",
2012,Belgium,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"372,223.40",
2012,Belgium,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102,
2012,Bulgaria,"Current prices, million euro",Gross domestic product at market prices,"41,693.30",
2012,Bulgaria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"38,412.10",
2012,Bulgaria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.8,
2012,Czech Republic,"Current prices, million euro",Gross domestic product at market prices,"160,706.60",
2012,Czech Republic,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"158,009.40",
2012,Czech Republic,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101,
2012,Denmark,"Current prices, million euro",Gross domestic product at market prices,"252,915.20",
2012,Denmark,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"244,120.40",
2012,Denmark,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.1,
2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross domestic product at market prices,"2,754,860.00",
2012,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"2,685,326.50",
2012,Germany (until 1990 former territory of the FRG),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,104.1,
2012,Estonia,"Current prices, million euro",Gross domestic product at market prices,"18,006.00",
2012,Estonia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"16,655.20",
2012,Estonia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,113.2,
2012,Ireland,"Current prices, million euro",Gross domestic product at market prices,"174,844.20",
2012,Ireland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"170,715.40",
2012,Ireland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.7,
2012,Greece,"Current prices, million euro",Gross domestic product at market prices,"191,203.90",p
2012,Greece,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"190,394.70",p
2012,Greece,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,84.2,p
2012,Spain,"Current prices, million euro",Gross domestic product at market prices,"1,042,872.00",p
2012,Spain,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,042,063.00",p
2012,Spain,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,96.4,p
2012,France,"Current prices, million euro",Gross domestic product at market prices,"2,086,929.00",
2012,France,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"2,043,761.00",
2012,France,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.3,
2012,Croatia,"Current prices, million euro",Gross domestic product at market prices,"43,933.70",
2012,Croatia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"43,896.00",
2012,Croatia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.5,
2012,Italy,"Current prices, million euro",Gross domestic product at market prices,"1,613,265.00",
2012,Italy,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,568,274.20",
2012,Italy,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.7,
2012,Cyprus,"Current prices, million euro",Gross domestic product at market prices,"19,468.90",
2012,Cyprus,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"18,725.10",
2012,Cyprus,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.9,
2012,Latvia,"Current prices, million euro",Gross domestic product at market prices,"21,982.70",
2012,Latvia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"19,632.30",
2012,Latvia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,110.5,
2012,Lithuania,"Current prices, million euro",Gross domestic product at market prices,"33,334.70",
2012,Lithuania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"30,861.90",
2012,Lithuania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,110.1,
2012,Luxembourg,"Current prices, million euro",Gross domestic product at market prices,"43,574.10",
2012,Luxembourg,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"40,196.20",
2012,Luxembourg,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.7,
2012,Hungary,"Current prices, million euro",Gross domestic product at market prices,"98,972.80",
2012,Hungary,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"98,236.60",
2012,Hungary,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2012,Malta,"Current prices, million euro",Gross domestic product at market prices,"7,229.20",
2012,Malta,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"6,930.20",
2012,Malta,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,105,
2012,Netherlands,"Current prices, million euro",Gross domestic product at market prices,"645,164.00",
2012,Netherlands,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"635,231.60",
2012,Netherlands,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.6,
2012,Austria,"Current prices, million euro",Gross domestic product at market prices,"317,055.80",
2012,Austria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"305,194.60",
2012,Austria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.6,
2012,Poland,"Current prices, million euro",Gross domestic product at market prices,"389,273.30",
2012,Poland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"385,794.70",
2012,Poland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,106.6,
2012,Portugal,"Current prices, million euro",Gross domestic product at market prices,"168,398.00",
2012,Portugal,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"169,527.10",
2012,Portugal,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,94.2,
2012,Romania,"Current prices, million euro",Gross domestic product at market prices,"133,511.40",
2012,Romania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"131,100.00",
2012,Romania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.4,
2012,Slovenia,"Current prices, million euro",Gross domestic product at market prices,"35,988.30",
2012,Slovenia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"35,496.00",
2012,Slovenia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.9,
2012,Slovakia,"Current prices, million euro",Gross domestic product at market prices,"72,420.00",
2012,Slovakia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"70,357.90",
2012,Slovakia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,104.4,
2012,Finland,"Current prices, million euro",Gross domestic product at market prices,"199,793.00",
2012,Finland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"189,173.00",
2012,Finland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.1,
2012,Sweden,"Current prices, million euro",Gross domestic product at market prices,"423,340.70",
2012,Sweden,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"377,825.40",
2012,Sweden,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.4,
2012,United Kingdom,"Current prices, million euro",Gross domestic product at market prices,"2,053,612.80",
2012,United Kingdom,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,870,899.20",
2012,United Kingdom,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.2,
2012,Iceland,"Current prices, million euro",Gross domestic product at market prices,"11,046.40",
2012,Iceland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"10,314.40",
2012,Iceland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.2,
2012,Norway,"Current prices, million euro",Gross domestic product at market prices,"396,678.00",
2012,Norway,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"335,702.90",
2012,Norway,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.7,
2012,Switzerland,"Current prices, million euro",Gross domestic product at market prices,"517,666.20",
2012,Switzerland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"452,092.90",
2012,Switzerland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.9,
2012,Montenegro,"Current prices, million euro",Gross domestic product at market prices,"3,181.50",
2012,Montenegro,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"3,138.10",
2012,Montenegro,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,:,
2012,"Former Yugoslav Republic of Macedonia, the","Current prices, million euro",Gross domestic product at market prices,"7,584.80",
2012,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"7,241.40",
2012,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.9,
2012,Albania,"Current prices, million euro",Gross domestic product at market prices,:,
2012,Albania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,:,
2012,Albania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,104,
2012,Serbia,"Current prices, million euro",Gross domestic product at market prices,"31,683.00",
2012,Serbia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"29,877.00",
2012,Serbia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.4,
2012,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Gross domestic product at market prices,"5,058.80",
2012,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"4,723.70",
2012,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,107.3,
2013,European Union (28 countries),"Current prices, million euro",Gross domestic product at market prices,"13,549,916.50",
2013,European Union (28 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"12,987,344.60",
2013,European Union (28 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.5,
2013,European Union (15 countries),"Current prices, million euro",Gross domestic product at market prices,"12,455,258.90",
2013,European Union (15 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"11,923,162.10",
2013,European Union (15 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.2,
2013,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro",Gross domestic product at market prices,"9,875,732.10",
2013,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,530,802.20",
2013,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.3,
2013,Euro area (19 countries),"Current prices, million euro",Gross domestic product at market prices,"9,933,499.50",
2013,Euro area (19 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,583,221.00",
2013,Euro area (19 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.4,
2013,Euro area (18 countries),"Current prices, million euro",Gross domestic product at market prices,"9,898,537.30",
2013,Euro area (18 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,551,141.60",
2013,Euro area (18 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.4,
2013,Euro area (12 countries),"Current prices, million euro",Gross domestic product at market prices,"9,721,376.40",
2013,Euro area (12 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,382,632.80",
2013,Euro area (12 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.3,
2013,Belgium,"Current prices, million euro",Gross domestic product at market prices,"392,699.00",
2013,Belgium,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"372,285.10",
2013,Belgium,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102,
2013,Bulgaria,"Current prices, million euro",Gross domestic product at market prices,"41,911.80",
2013,Bulgaria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"38,904.50",
2013,Bulgaria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.1,
2013,Czech Republic,"Current prices, million euro",Gross domestic product at market prices,"156,932.60",
2013,Czech Republic,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"157,174.80",
2013,Czech Republic,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.5,
2013,Denmark,"Current prices, million euro",Gross domestic product at market prices,"255,235.40",
2013,Denmark,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"243,525.30",
2013,Denmark,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.8,
2013,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross domestic product at market prices,"2,820,820.00",
2013,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"2,693,324.60",
2013,Germany (until 1990 former territory of the FRG),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,104.4,
2013,Estonia,"Current prices, million euro",Gross domestic product at market prices,"19,014.90",
2013,Estonia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"16,916.40",
2013,Estonia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,114.9,
2013,Ireland,"Current prices, million euro",Gross domestic product at market prices,"179,447.70",
2013,Ireland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"173,163.90",
2013,Ireland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,104.2,
2013,Greece,"Current prices, million euro",Gross domestic product at market prices,"180,389.00",p
2013,Greece,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"184,305.40",p
2013,Greece,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,81.5,p
2013,Spain,"Current prices, million euro",Gross domestic product at market prices,"1,031,272.00",p
2013,Spain,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,024,640.00",p
2013,Spain,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,94.8,p
2013,France,"Current prices, million euro",Gross domestic product at market prices,"2,116,565.00",
2013,France,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"2,057,178.00",
2013,France,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.9,
2013,Croatia,"Current prices, million euro",Gross domestic product at market prices,"43,487.10",
