"TIME","GEO","SEX","WSTATUS","UNIT","AGE","Value","Flag and Footnotes"
"2012","Germany (until 1990 former territory of the FRG)","Total","Population","Percentage","From 18 to 24 years","10.5",""
"2012","Germany (until 1990 former territory of the FRG)","Males","Population","Percentage","From 18 to 24 years","11.1",""
"2012","Germany (until 1990 former territory of the FRG)","Females","Population","Percentage","From 18 to 24 years","9.9",""
"2012","Estonia","Total","Population","Percentage","From 18 to 24 years","10.3",""
"2012","Estonia","Males","Population","Percentage","From 18 to 24 years","13.3",""
"2012","Estonia","Females","Population","Percentage","From 18 to 24 years","7.3",""
"2012","Ireland","Total","Population","Percentage","From 18 to 24 years","9.7",""
"2012","Ireland","Males","Population","Percentage","From 18 to 24 years","11.2",""
"2012","Ireland","Females","Population","Percentage","From 18 to 24 years","8.2",""
"2012","Greece","Total","Population","Percentage","From 18 to 24 years","11.3",""
"2012","Greece","Males","Population","Percentage","From 18 to 24 years","13.7",""
"2012","Greece","Females","Population","Percentage","From 18 to 24 years","8.9",""
"2012","Spain","Total","Population","Percentage","From 18 to 24 years","24.7",""
"2012","Spain","Males","Population","Percentage","From 18 to 24 years","28.9",""
"2012","Spain","Females","Population","Percentage","From 18 to 24 years","20.5",""
"2012","France","Total","Population","Percentage","From 18 to 24 years","11.8",""
"2012","France","Males","Population","Percentage","From 18 to 24 years","13.7",""
"2012","France","Females","Population","Percentage","From 18 to 24 years","10.0",""
"2012","Croatia","Total","Population","Percentage","From 18 to 24 years","5.1",""
"2012","Croatia","Males","Population","Percentage","From 18 to 24 years","5.7",""
"2012","Croatia","Females","Population","Percentage","From 18 to 24 years","4.4","u"
"2012","Italy","Total","Population","Percentage","From 18 to 24 years","17.3",""
"2012","Italy","Males","Population","Percentage","From 18 to 24 years","20.2",""
"2012","Italy","Females","Population","Percentage","From 18 to 24 years","14.3",""
"2012","Cyprus","Total","Population","Percentage","From 18 to 24 years","11.4",""
"2012","Cyprus","Males","Population","Percentage","From 18 to 24 years","16.5",""
"2012","Cyprus","Females","Population","Percentage","From 18 to 24 years","7.0",""
"2012","Latvia","Total","Population","Percentage","From 18 to 24 years","10.6",""
"2012","Latvia","Males","Population","Percentage","From 18 to 24 years","14.7",""
"2012","Latvia","Females","Population","Percentage","From 18 to 24 years","6.3",""
"2012","Lithuania","Total","Population","Percentage","From 18 to 24 years","6.5",""
"2012","Lithuania","Males","Population","Percentage","From 18 to 24 years","8.1",""
"2012","Lithuania","Females","Population","Percentage","From 18 to 24 years","4.6","u"
"2012","Luxembourg","Total","Population","Percentage","From 18 to 24 years","8.1",""
"2012","Luxembourg","Males","Population","Percentage","From 18 to 24 years","10.7",""
"2012","Luxembourg","Females","Population","Percentage","From 18 to 24 years","5.5",""
"2012","Hungary","Total","Population","Percentage","From 18 to 24 years","11.8",""
"2012","Hungary","Males","Population","Percentage","From 18 to 24 years","12.3",""
"2012","Hungary","Females","Population","Percentage","From 18 to 24 years","11.2",""
"2012","Malta","Total","Population","Percentage","From 18 to 24 years","21.1",""
"2012","Malta","Males","Population","Percentage","From 18 to 24 years","25.2",""
"2012","Malta","Females","Population","Percentage","From 18 to 24 years","16.8",""
"2012","Netherlands","Total","Population","Percentage","From 18 to 24 years","8.9",""
"2012","Netherlands","Males","Population","Percentage","From 18 to 24 years","10.5",""
"2012","Netherlands","Females","Population","Percentage","From 18 to 24 years","7.2",""
"2012","Austria","Total","Population","Percentage","From 18 to 24 years","7.8",""
"2012","Austria","Males","Population","Percentage","From 18 to 24 years","8.0",""
"2012","Austria","Females","Population","Percentage","From 18 to 24 years","7.6",""
"2012","Poland","Total","Population","Percentage","From 18 to 24 years","5.7",""
"2012","Poland","Males","Population","Percentage","From 18 to 24 years","7.8",""
"2012","Poland","Females","Population","Percentage","From 18 to 24 years","3.5",""
"2012","Portugal","Total","Population","Percentage","From 18 to 24 years","20.5",""
"2012","Portugal","Males","Population","Percentage","From 18 to 24 years","26.9",""
"2012","Portugal","Females","Population","Percentage","From 18 to 24 years","14.0",""
"2012","Romania","Total","Population","Percentage","From 18 to 24 years","17.8",""
"2012","Romania","Males","Population","Percentage","From 18 to 24 years","18.5",""
"2012","Romania","Females","Population","Percentage","From 18 to 24 years","16.9",""
"2012","Slovenia","Total","Population","Percentage","From 18 to 24 years","4.4",""
"2012","Slovenia","Males","Population","Percentage","From 18 to 24 years","5.4",""
"2012","Slovenia","Females","Population","Percentage","From 18 to 24 years","3.2","u"
"2012","Slovakia","Total","Population","Percentage","From 18 to 24 years","5.3",""
"2012","Slovakia","Males","Population","Percentage","From 18 to 24 years","6.0",""
"2012","Slovakia","Females","Population","Percentage","From 18 to 24 years","4.6",""
"2012","Finland","Total","Population","Percentage","From 18 to 24 years","8.9",""
"2012","Finland","Males","Population","Percentage","From 18 to 24 years","9.8",""
"2012","Finland","Females","Population","Percentage","From 18 to 24 years","8.1",""
"2012","Sweden","Total","Population","Percentage","From 18 to 24 years","7.5",""
"2012","Sweden","Males","Population","Percentage","From 18 to 24 years","8.5",""
"2012","Sweden","Females","Population","Percentage","From 18 to 24 years","6.3",""
"2012","United Kingdom","Total","Population","Percentage","From 18 to 24 years","13.4",""
"2012","United Kingdom","Males","Population","Percentage","From 18 to 24 years","14.5",""
"2012","United Kingdom","Females","Population","Percentage","From 18 to 24 years","12.2",""
"2012","Iceland","Total","Population","Percentage","From 18 to 24 years","20.1",""
"2012","Iceland","Males","Population","Percentage","From 18 to 24 years","23.6",""
"2012","Iceland","Females","Population","Percentage","From 18 to 24 years","16.5",""
"2012","Norway","Total","Population","Percentage","From 18 to 24 years","14.8",""
"2012","Norway","Males","Population","Percentage","From 18 to 24 years","17.6",""
"2012","Norway","Females","Population","Percentage","From 18 to 24 years","11.9",""
"2012","Switzerland","Total","Population","Percentage","From 18 to 24 years","5.5",""
"2012","Switzerland","Males","Population","Percentage","From 18 to 24 years","5.7",""
"2012","Switzerland","Females","Population","Percentage","From 18 to 24 years","5.3",""
"2012","Former Yugoslav Republic of Macedonia, the","Total","Population","Percentage","From 18 to 24 years","11.7",""
"2012","Former Yugoslav Republic of Macedonia, the","Males","Population","Percentage","From 18 to 24 years","11.1",""
"2012","Former Yugoslav Republic of Macedonia, the","Females","Population","Percentage","From 18 to 24 years","12.3",""
"2012","Turkey","Total","Population","Percentage","From 18 to 24 years","39.6",""
"2012","Turkey","Males","Population","Percentage","From 18 to 24 years","36.1",""
"2012","Turkey","Females","Population","Percentage","From 18 to 24 years","43.0",""
"2013","European Union (28 countries)","Total","Population","Percentage","From 18 to 24 years","11.9",""
"2013","European Union (28 countries)","Males","Population","Percentage","From 18 to 24 years","13.6",""
"2013","European Union (28 countries)","Females","Population","Percentage","From 18 to 24 years","10.2",""
"2013","European Union (27 countries)","Total","Population","Percentage","From 18 to 24 years","12.0",""
"2013","European Union (27 countries)","Males","Population","Percentage","From 18 to 24 years","13.6",""
"2013","European Union (27 countries)","Females","Population","Percentage","From 18 to 24 years","10.2",""
"2013","European Union (15 countries)","Total","Population","Percentage","From 18 to 24 years","12.7",""
"2013","European Union (15 countries)","Males","Population","Percentage","From 18 to 24 years","14.5",""
"2013","European Union (15 countries)","Females","Population","Percentage","From 18 to 24 years","10.9",""
"2013","Euro area (19 countries)","Total","Population","Percentage","From 18 to 24 years","12.8",""
"2013","Euro area (19 countries)","Males","Population","Percentage","From 18 to 24 years","14.7",""
"2013","Euro area (19 countries)","Females","Population","Percentage","From 18 to 24 years","10.9",""
"2013","Euro area (18 countries)","Total","Population","Percentage","From 18 to 24 years","12.9",""
"2013","Euro area (18 countries)","Males","Population","Percentage","From 18 to 24 years","14.7",""
"2013","Euro area (18 countries)","Females","Population","Percentage","From 18 to 24 years","10.9",""
"2013","Euro area (17 countries)","Total","Population","Percentage","From 18 to 24 years","12.9",""
"2013","Euro area (17 countries)","Males","Population","Percentage","From 18 to 24 years","14.8",""
"2013","Euro area (17 countries)","Females","Population","Percentage","From 18 to 24 years","11.0",""
"2013","Belgium","Total","Population","Percentage","From 18 to 24 years","11.0",""
"2013","Belgium","Males","Population","Percentage","From 18 to 24 years","13.2",""
"2013","Belgium","Females","Population","Percentage","From 18 to 24 years","8.7",""
"2013","Bulgaria","Total","Population","Percentage","From 18 to 24 years","12.5",""
"2013","Bulgaria","Males","Population","Percentage","From 18 to 24 years","12.3",""
"2013","Bulgaria","Females","Population","Percentage","From 18 to 24 years","12.7",""
"2013","Czech Republic","Total","Population","Percentage","From 18 to 24 years","5.4","b"
"2013","Czech Republic","Males","Population","Percentage","From 18 to 24 years","5.4","b"
"2013","Czech Republic","Females","Population","Percentage","From 18 to 24 years","5.5","b"
"2013","Denmark","Total","Population","Percentage","From 18 to 24 years","8.0",""
"2013","Denmark","Males","Population","Percentage","From 18 to 24 years","9.9",""
"2013","Denmark","Females","Population","Percentage","From 18 to 24 years","6.2",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Population","Percentage","From 18 to 24 years","9.8",""
"2013","Germany (until 1990 former territory of the FRG)","Males","Population","Percentage","From 18 to 24 years","10.2",""
"2013","Germany (until 1990 former territory of the FRG)","Females","Population","Percentage","From 18 to 24 years","9.3",""
"2013","Estonia","Total","Population","Percentage","From 18 to 24 years","9.7",""
"2013","Estonia","Males","Population","Percentage","From 18 to 24 years","13.6",""
"2013","Estonia","Females","Population","Percentage","From 18 to 24 years","5.8",""
"2013","Ireland","Total","Population","Percentage","From 18 to 24 years","8.4",""
"2013","Ireland","Males","Population","Percentage","From 18 to 24 years","9.8",""
"2013","Ireland","Females","Population","Percentage","From 18 to 24 years","6.9",""
"2013","Greece","Total","Population","Percentage","From 18 to 24 years","10.1",""
"2013","Greece","Males","Population","Percentage","From 18 to 24 years","12.7",""
"2013","Greece","Females","Population","Percentage","From 18 to 24 years","7.5",""
"2013","Spain","Total","Population","Percentage","From 18 to 24 years","23.6",""
"2013","Spain","Males","Population","Percentage","From 18 to 24 years","27.2",""
"2013","Spain","Females","Population","Percentage","From 18 to 24 years","19.8",""
"2013","France","Total","Population","Percentage","From 18 to 24 years","9.7","b"
"2013","France","Males","Population","Percentage","From 18 to 24 years","10.7","b"
"2013","France","Females","Population","Percentage","From 18 to 24 years","8.6","b"
"2013","Croatia","Total","Population","Percentage","From 18 to 24 years","4.5",""
"2013","Croatia","Males","Population","Percentage","From 18 to 24 years","5.5","u"
"2013","Croatia","Females","Population","Percentage","From 18 to 24 years","3.4","u"
"2013","Italy","Total","Population","Percentage","From 18 to 24 years","16.8",""
"2013","Italy","Males","Population","Percentage","From 18 to 24 years","20.0",""
"2013","Italy","Females","Population","Percentage","From 18 to 24 years","13.6",""
"2013","Cyprus","Total","Population","Percentage","From 18 to 24 years","9.1",""
"2013","Cyprus","Males","Population","Percentage","From 18 to 24 years","14.8",""
"2013","Cyprus","Females","Population","Percentage","From 18 to 24 years","4.2",""
"2013","Latvia","Total","Population","Percentage","From 18 to 24 years","9.8",""
"2013","Latvia","Males","Population","Percentage","From 18 to 24 years","13.6",""
"2013","Latvia","Females","Population","Percentage","From 18 to 24 years","5.8",""
"2013","Lithuania","Total","Population","Percentage","From 18 to 24 years","6.3",""
"2013","Lithuania","Males","Population","Percentage","From 18 to 24 years","7.8",""
"2013","Lithuania","Females","Population","Percentage","From 18 to 24 years","4.7","u"
"2013","Luxembourg","Total","Population","Percentage","From 18 to 24 years","6.1",""
"2013","Luxembourg","Males","Population","Percentage","From 18 to 24 years","8.4",""
"2013","Luxembourg","Females","Population","Percentage","From 18 to 24 years","3.7","u"
"2013","Hungary","Total","Population","Percentage","From 18 to 24 years","11.9",""
"2013","Hungary","Males","Population","Percentage","From 18 to 24 years","12.5",""
"2013","Hungary","Females","Population","Percentage","From 18 to 24 years","11.4",""
"2013","Malta","Total","Population","Percentage","From 18 to 24 years","20.5",""
"2013","Malta","Males","Population","Percentage","From 18 to 24 years","23.2",""
"2013","Malta","Females","Population","Percentage","From 18 to 24 years","17.7",""
"2013","Netherlands","Total","Population","Percentage","From 18 to 24 years","9.3","b"
"2013","Netherlands","Males","Population","Percentage","From 18 to 24 years","11.2","b"
"2013","Netherlands","Females","Population","Percentage","From 18 to 24 years","7.4","b"
"2013","Austria","Total","Population","Percentage","From 18 to 24 years","7.5",""
"2013","Austria","Males","Population","Percentage","From 18 to 24 years","7.9",""
"2013","Austria","Females","Population","Percentage","From 18 to 24 years","7.1",""
"2013","Poland","Total","Population","Percentage","From 18 to 24 years","5.6","b"
"2013","Poland","Males","Population","Percentage","From 18 to 24 years","7.9","b"
"2013","Poland","Females","Population","Percentage","From 18 to 24 years","3.2","b"
"2013","Portugal","Total","Population","Percentage","From 18 to 24 years","18.9",""
"2013","Portugal","Males","Population","Percentage","From 18 to 24 years","23.4",""
"2013","Portugal","Females","Population","Percentage","From 18 to 24 years","14.3",""
"2013","Romania","Total","Population","Percentage","From 18 to 24 years","17.3",""
"2013","Romania","Males","Population","Percentage","From 18 to 24 years","18.7",""
"2013","Romania","Females","Population","Percentage","From 18 to 24 years","15.9",""
"2013","Slovenia","Total","Population","Percentage","From 18 to 24 years","3.9",""
"2013","Slovenia","Males","Population","Percentage","From 18 to 24 years","5.0",""
"2013","Slovenia","Females","Population","Percentage","From 18 to 24 years","2.6","u"
"2013","Slovakia","Total","Population","Percentage","From 18 to 24 years","6.4",""
"2013","Slovakia","Males","Population","Percentage","From 18 to 24 years","6.7",""
"2013","Slovakia","Females","Population","Percentage","From 18 to 24 years","6.1",""
"2013","Finland","Total","Population","Percentage","From 18 to 24 years","9.3",""
"2013","Finland","Males","Population","Percentage","From 18 to 24 years","10.4",""
"2013","Finland","Females","Population","Percentage","From 18 to 24 years","8.3",""
"2013","Sweden","Total","Population","Percentage","From 18 to 24 years","7.1",""
"2013","Sweden","Males","Population","Percentage","From 18 to 24 years","7.9",""
"2013","Sweden","Females","Population","Percentage","From 18 to 24 years","6.2",""
"2013","United Kingdom","Total","Population","Percentage","From 18 to 24 years","12.3",""
"2013","United Kingdom","Males","Population","Percentage","From 18 to 24 years","13.6",""
"2013","United Kingdom","Females","Population","Percentage","From 18 to 24 years","11.1",""
"2013","Iceland","Total","Population","Percentage","From 18 to 24 years","20.5",""
"2013","Iceland","Males","Population","Percentage","From 18 to 24 years","24.4",""
"2013","Iceland","Females","Population","Percentage","From 18 to 24 years","16.4",""
"2013","Norway","Total","Population","Percentage","From 18 to 24 years","13.7",""
"2013","Norway","Males","Population","Percentage","From 18 to 24 years","15.7",""
"2013","Norway","Females","Population","Percentage","From 18 to 24 years","11.6",""
"2013","Switzerland","Total","Population","Percentage","From 18 to 24 years","5.4",""
"2013","Switzerland","Males","Population","Percentage","From 18 to 24 years","5.6",""
"2013","Switzerland","Females","Population","Percentage","From 18 to 24 years","5.2",""
"2013","Former Yugoslav Republic of Macedonia, the","Total","Population","Percentage","From 18 to 24 years","11.4",""
"2013","Former Yugoslav Republic of Macedonia, the","Males","Population","Percentage","From 18 to 24 years","9.1",""
"2013","Former Yugoslav Republic of Macedonia, the","Females","Population","Percentage","From 18 to 24 years","13.9",""
"2013","Turkey","Total","Population","Percentage","From 18 to 24 years","37.5",""
"2013","Turkey","Males","Population","Percentage","From 18 to 24 years","35.0",""
"2013","Turkey","Females","Population","Percentage","From 18 to 24 years","39.9",""
"2014","European Union (28 countries)","Total","Population","Percentage","From 18 to 24 years","11.2","b"
"2014","European Union (28 countries)","Males","Population","Percentage","From 18 to 24 years","12.8","b"
"2014","European Union (28 countries)","Females","Population","Percentage","From 18 to 24 years","9.6","b"
"2014","European Union (27 countries)","Total","Population","Percentage","From 18 to 24 years","11.3","b"
"2014","European Union (27 countries)","Males","Population","Percentage","From 18 to 24 years","12.9","b"
"2014","European Union (27 countries)","Females","Population","Percentage","From 18 to 24 years","9.7","b"
"2014","European Union (15 countries)","Total","Population","Percentage","From 18 to 24 years","11.8","b"
"2014","European Union (15 countries)","Males","Population","Percentage","From 18 to 24 years","13.5","b"
"2014","European Union (15 countries)","Females","Population","Percentage","From 18 to 24 years","10.1","b"
"2014","Euro area (19 countries)","Total","Population","Percentage","From 18 to 24 years","11.9","b"
"2014","Euro area (19 countries)","Males","Population","Percentage","From 18 to 24 years","13.6","b"
"2014","Euro area (19 countries)","Females","Population","Percentage","From 18 to 24 years","10.0","b"
"2014","Euro area (18 countries)","Total","Population","Percentage","From 18 to 24 years","11.9","b"
"2014","Euro area (18 countries)","Males","Population","Percentage","From 18 to 24 years","13.7","b"
"2014","Euro area (18 countries)","Females","Population","Percentage","From 18 to 24 years","10.1","b"
"2014","Euro area (17 countries)","Total","Population","Percentage","From 18 to 24 years","11.9","b"
"2014","Euro area (17 countries)","Males","Population","Percentage","From 18 to 24 years","13.7","b"
"2014","Euro area (17 countries)","Females","Population","Percentage","From 18 to 24 years","10.1","b"
"2014","Belgium","Total","Population","Percentage","From 18 to 24 years","9.8","b"
"2014","Belgium","Males","Population","Percentage","From 18 to 24 years","11.8","b"
"2014","Belgium","Females","Population","Percentage","From 18 to 24 years","7.7","b"
"2014","Bulgaria","Total","Population","Percentage","From 18 to 24 years","12.9","b"
"2014","Bulgaria","Males","Population","Percentage","From 18 to 24 years","12.8","b"
"2014","Bulgaria","Females","Population","Percentage","From 18 to 24 years","12.9","b"
"2014","Czech Republic","Total","Population","Percentage","From 18 to 24 years","5.5","b"
"2014","Czech Republic","Males","Population","Percentage","From 18 to 24 years","5.8","b"
"2014","Czech Republic","Females","Population","Percentage","From 18 to 24 years","5.2","b"
"2014","Denmark","Total","Population","Percentage","From 18 to 24 years","7.8","b"
"2014","Denmark","Males","Population","Percentage","From 18 to 24 years","9.5","b"
"2014","Denmark","Females","Population","Percentage","From 18 to 24 years","6.1","b"
"2014","Germany (until 1990 former territory of the FRG)","Total","Population","Percentage","From 18 to 24 years","9.5","b"
"2014","Germany (until 1990 former territory of the FRG)","Males","Population","Percentage","From 18 to 24 years","10.0","b"
"2014","Germany (until 1990 former territory of the FRG)","Females","Population","Percentage","From 18 to 24 years","8.9","b"
"2014","Estonia","Total","Population","Percentage","From 18 to 24 years","11.4","b"
"2014","Estonia","Males","Population","Percentage","From 18 to 24 years","15.3","b"
"2014","Estonia","Females","Population","Percentage","From 18 to 24 years","7.5","b"
"2014","Ireland","Total","Population","Percentage","From 18 to 24 years","6.9","b"
"2014","Ireland","Males","Population","Percentage","From 18 to 24 years","8.0","b"
"2014","Ireland","Females","Population","Percentage","From 18 to 24 years","5.7","b"
"2014","Greece","Total","Population","Percentage","From 18 to 24 years","9.0","b"
"2014","Greece","Males","Population","Percentage","From 18 to 24 years","11.5","b"
"2014","Greece","Females","Population","Percentage","From 18 to 24 years","6.6","b"
"2014","Spain","Total","Population","Percentage","From 18 to 24 years","21.9","b"
"2014","Spain","Males","Population","Percentage","From 18 to 24 years","25.6","b"
"2014","Spain","Females","Population","Percentage","From 18 to 24 years","18.1","b"
"2014","France","Total","Population","Percentage","From 18 to 24 years","9.0","b"
"2014","France","Males","Population","Percentage","From 18 to 24 years","10.2","b"
"2014","France","Females","Population","Percentage","From 18 to 24 years","7.9","b"
"2014","Croatia","Total","Population","Percentage","From 18 to 24 years","2.7","bu"
"2014","Croatia","Males","Population","Percentage","From 18 to 24 years","3.1","bu"
"2014","Croatia","Females","Population","Percentage","From 18 to 24 years","2.3","bu"
"2014","Italy","Total","Population","Percentage","From 18 to 24 years","15.0","b"
"2014","Italy","Males","Population","Percentage","From 18 to 24 years","17.7","b"
"2014","Italy","Females","Population","Percentage","From 18 to 24 years","12.2","b"
"2014","Cyprus","Total","Population","Percentage","From 18 to 24 years","6.8","b"
"2014","Cyprus","Males","Population","Percentage","From 18 to 24 years","11.2","b"
"2014","Cyprus","Females","Population","Percentage","From 18 to 24 years","2.9","bu"
"2014","Latvia","Total","Population","Percentage","From 18 to 24 years","8.5","b"
"2014","Latvia","Males","Population","Percentage","From 18 to 24 years","11.7","b"
"2014","Latvia","Females","Population","Percentage","From 18 to 24 years","5.1","b"
"2014","Lithuania","Total","Population","Percentage","From 18 to 24 years","5.9","b"
"2014","Lithuania","Males","Population","Percentage","From 18 to 24 years","7.0","b"
"2014","Lithuania","Females","Population","Percentage","From 18 to 24 years","4.6","bu"
"2014","Luxembourg","Total","Population","Percentage","From 18 to 24 years","6.1","b"
"2014","Luxembourg","Males","Population","Percentage","From 18 to 24 years","8.3","b"
"2014","Luxembourg","Females","Population","Percentage","From 18 to 24 years","3.7","bu"
"2014","Hungary","Total","Population","Percentage","From 18 to 24 years","11.4","b"
"2014","Hungary","Males","Population","Percentage","From 18 to 24 years","12.5","b"
"2014","Hungary","Females","Population","Percentage","From 18 to 24 years","10.3","b"
"2014","Malta","Total","Population","Percentage","From 18 to 24 years","20.3","b"
"2014","Malta","Males","Population","Percentage","From 18 to 24 years","22.2","b"
"2014","Malta","Females","Population","Percentage","From 18 to 24 years","18.3","b"
"2014","Netherlands","Total","Population","Percentage","From 18 to 24 years","8.7","b"
"2014","Netherlands","Males","Population","Percentage","From 18 to 24 years","10.6","b"
"2014","Netherlands","Females","Population","Percentage","From 18 to 24 years","6.8","b"
"2014","Austria","Total","Population","Percentage","From 18 to 24 years","7.0","b"
"2014","Austria","Males","Population","Percentage","From 18 to 24 years","7.6","b"
"2014","Austria","Females","Population","Percentage","From 18 to 24 years","6.5","b"
"2014","Poland","Total","Population","Percentage","From 18 to 24 years","5.4","b"
"2014","Poland","Males","Population","Percentage","From 18 to 24 years","7.3","b"
"2014","Poland","Females","Population","Percentage","From 18 to 24 years","3.3","b"
"2014","Portugal","Total","Population","Percentage","From 18 to 24 years","17.4","b"
"2014","Portugal","Males","Population","Percentage","From 18 to 24 years","20.7","b"
"2014","Portugal","Females","Population","Percentage","From 18 to 24 years","14.1","b"
"2014","Romania","Total","Population","Percentage","From 18 to 24 years","18.1","b"
"2014","Romania","Males","Population","Percentage","From 18 to 24 years","19.5","b"
"2014","Romania","Females","Population","Percentage","From 18 to 24 years","16.7","b"
"2014","Slovenia","Total","Population","Percentage","From 18 to 24 years","4.4","b"
"2014","Slovenia","Males","Population","Percentage","From 18 to 24 years","6.0","b"
"2014","Slovenia","Females","Population","Percentage","From 18 to 24 years","2.7","bu"
"2014","Slovakia","Total","Population","Percentage","From 18 to 24 years","6.7","b"
"2014","Slovakia","Males","Population","Percentage","From 18 to 24 years","6.9","b"
"2014","Slovakia","Females","Population","Percentage","From 18 to 24 years","6.6","b"
"2014","Finland","Total","Population","Percentage","From 18 to 24 years","9.5","b"
"2014","Finland","Males","Population","Percentage","From 18 to 24 years","11.9","b"
"2014","Finland","Females","Population","Percentage","From 18 to 24 years","7.2","b"
"2014","Sweden","Total","Population","Percentage","From 18 to 24 years","6.7","b"
"2014","Sweden","Males","Population","Percentage","From 18 to 24 years","7.3","b"
"2014","Sweden","Females","Population","Percentage","From 18 to 24 years","6.0","b"
"2014","United Kingdom","Total","Population","Percentage","From 18 to 24 years","11.8","b"
"2014","United Kingdom","Males","Population","Percentage","From 18 to 24 years","12.8","b"
"2014","United Kingdom","Females","Population","Percentage","From 18 to 24 years","10.7","b"
"2014","Iceland","Total","Population","Percentage","From 18 to 24 years","19.0","b"
"2014","Iceland","Males","Population","Percentage","From 18 to 24 years","24.3","b"
"2014","Iceland","Females","Population","Percentage","From 18 to 24 years","13.5","b"
"2014","Norway","Total","Population","Percentage","From 18 to 24 years","11.7","b"
"2014","Norway","Males","Population","Percentage","From 18 to 24 years","12.9","b"
"2014","Norway","Females","Population","Percentage","From 18 to 24 years","10.4","b"
"2014","Switzerland","Total","Population","Percentage","From 18 to 24 years","5.4","b"
"2014","Switzerland","Males","Population","Percentage","From 18 to 24 years","5.5","b"
"2014","Switzerland","Females","Population","Percentage","From 18 to 24 years","5.4","b"
"2014","Former Yugoslav Republic of Macedonia, the","Total","Population","Percentage","From 18 to 24 years","12.5","b"
"2014","Former Yugoslav Republic of Macedonia, the","Males","Population","Percentage","From 18 to 24 years","11.0","b"
"2014","Former Yugoslav Republic of Macedonia, the","Females","Population","Percentage","From 18 to 24 years","14.0","b"
"2014","Turkey","Total","Population","Percentage","From 18 to 24 years","38.3","b"
"2014","Turkey","Males","Population","Percentage","From 18 to 24 years","35.5","b"
"2014","Turkey","Females","Population","Percentage","From 18 to 24 years","41.0","b"
"2015","European Union (28 countries)","Total","Population","Percentage","From 18 to 24 years","10.9","p"
"2015","European Union (28 countries)","Males","Population","Percentage","From 18 to 24 years","12.3","p"
"2015","European Union (28 countries)","Females","Population","Percentage","From 18 to 24 years","9.5","p"
"2015","European Union (27 countries)","Total","Population","Percentage","From 18 to 24 years","11.0","p"
"2015","European Union (27 countries)","Males","Population","Percentage","From 18 to 24 years","12.4","p"
"2015","European Union (27 countries)","Females","Population","Percentage","From 18 to 24 years","9.5","p"
"2015","European Union (15 countries)","Total","Population","Percentage","From 18 to 24 years","11.4","p"
"2015","European Union (15 countries)","Males","Population","Percentage","From 18 to 24 years","12.9","p"
"2015","European Union (15 countries)","Females","Population","Percentage","From 18 to 24 years","9.9","p"
"2015","Euro area (19 countries)","Total","Population","Percentage","From 18 to 24 years","11.6","p"
"2015","Euro area (19 countries)","Males","Population","Percentage","From 18 to 24 years","13.2","p"
"2015","Euro area (19 countries)","Females","Population","Percentage","From 18 to 24 years","9.8","p"
"2015","Euro area (18 countries)","Total","Population","Percentage","From 18 to 24 years","11.6","p"
"2015","Euro area (18 countries)","Males","Population","Percentage","From 18 to 24 years","13.3","p"
"2015","Euro area (18 countries)","Females","Population","Percentage","From 18 to 24 years","9.9","p"
"2015","Euro area (17 countries)","Total","Population","Percentage","From 18 to 24 years","11.6","p"
"2015","Euro area (17 countries)","Males","Population","Percentage","From 18 to 24 years","13.3","p"
"2015","Euro area (17 countries)","Females","Population","Percentage","From 18 to 24 years","9.9","p"
"2015","Belgium","Total","Population","Percentage","From 18 to 24 years","10.0","p"
"2015","Belgium","Males","Population","Percentage","From 18 to 24 years","11.7","p"
"2015","Belgium","Females","Population","Percentage","From 18 to 24 years","8.3","p"
"2015","Bulgaria","Total","Population","Percentage","From 18 to 24 years","13.1","p"
"2015","Bulgaria","Males","Population","Percentage","From 18 to 24 years","13.0","p"
"2015","Bulgaria","Females","Population","Percentage","From 18 to 24 years","13.3","p"
"2015","Czech Republic","Total","Population","Percentage","From 18 to 24 years","5.8","p"
"2015","Czech Republic","Males","Population","Percentage","From 18 to 24 years","6.3","p"
"2015","Czech Republic","Females","Population","Percentage","From 18 to 24 years","5.4","p"
"2015","Denmark","Total","Population","Percentage","From 18 to 24 years","7.6","p"
"2015","Denmark","Males","Population","Percentage","From 18 to 24 years","9.6","p"
"2015","Denmark","Females","Population","Percentage","From 18 to 24 years","5.6","p"
"2015","Germany (until 1990 former territory of the FRG)","Total","Population","Percentage","From 18 to 24 years","9.6","p"
"2015","Germany (until 1990 former territory of the FRG)","Males","Population","Percentage","From 18 to 24 years","9.8","p"
"2015","Germany (until 1990 former territory of the FRG)","Females","Population","Percentage","From 18 to 24 years","9.3","p"
"2015","Estonia","Total","Population","Percentage","From 18 to 24 years","11.8","p"
"2015","Estonia","Males","Population","Percentage","From 18 to 24 years","14.4","p"
"2015","Estonia","Females","Population","Percentage","From 18 to 24 years","9.1","p"
"2015","Ireland","Total","Population","Percentage","From 18 to 24 years","6.9","p"
"2015","Ireland","Males","Population","Percentage","From 18 to 24 years","8.3","p"
"2015","Ireland","Females","Population","Percentage","From 18 to 24 years","5.5","p"
"2015","Greece","Total","Population","Percentage","From 18 to 24 years","8.3","p"
"2015","Greece","Males","Population","Percentage","From 18 to 24 years","10.2","p"
"2015","Greece","Females","Population","Percentage","From 18 to 24 years","6.4","p"
"2015","Spain","Total","Population","Percentage","From 18 to 24 years","20.3","p"
"2015","Spain","Males","Population","Percentage","From 18 to 24 years","24.3","p"
